district,municipality,age_group,pop
1061,1061116,above65,535
1061,1061117,above65,51
1061,1061118,above65,419
1061,1061119,above65,102
1062,1062001,above65,8170
1062,1062003,above65,185
1062,1062004,above65,5145
1062,1062005,above65,487
1062,1062006,above65,3479
1062,1062008,above65,142
1062,1062009,above65,3267
1062,1062011,above65,212
1062,1062014,above65,306
1062,1062016,above65,484
1062,1062018,above65,4562
1062,1062019,above65,152
1062,1062020,above65,169
1062,1062021,above65,327
1062,1062022,above65,386
1062,1062023,above65,2722
1062,1062025,above65,300
1062,1062026,above65,110
1062,1062027,above65,215
1062,1062031,above65,69
1062,1062032,above65,116
1062,1062033,above65,13
1062,1062035,above65,819
1062,1062036,above65,409
1062,1062039,above65,145
1062,1062040,above65,75
1062,1062045,above65,761
1062,1062046,above65,163
1062,1062048,above65,113
1062,1062050,above65,72
1062,1062051,above65,87
1062,1062053,above65,2487
1062,1062056,above65,223
1062,1062058,above65,50
1062,1062059,above65,127
1062,1062060,above65,7113
1062,1062061,above65,2036
1062,1062062,above65,196
1062,1062065,above65,254
1062,1062069,above65,431
1062,1062071,above65,378
1062,1062076,above65,1544
1062,1062078,above65,209
1062,1062081,above65,380
1062,1062082,above65,1961
1062,1062083,above65,115
1062,1062086,above65,310
1062,1062087,above65,309
1062,1062088,above65,381
1062,1062089,above65,217
1062,1062090,above65,2370
1062,1062091,above65,477
1062,1062092,above65,285
1062,1062093,above65,71
1062,1062094,above65,178
3151,3151001,above65,306
3151,3151002,above65,213
3151,3151003,above65,150
3151,3151004,above65,174
3151,3151005,above65,674
3151,3151006,above65,930
3151,3151007,above65,311
3151,3151008,above65,346
3151,3151009,above65,9331
3151,3151010,above65,339
3151,3151011,above65,936
3151,3151012,above65,447
3151,3151013,above65,1126
3151,3151014,above65,303
3151,3151015,above65,798
3151,3151016,above65,1703
3151,3151017,above65,1525
3151,3151018,above65,1062
3151,3151019,above65,187
3151,3151020,above65,434
3151,3151021,above65,354
3151,3151022,above65,322
3151,3151023,above65,350
3151,3151024,above65,891
3151,3151025,above65,1855
3151,3151026,above65,163
3151,3151027,above65,1567
3151,3151028,above65,352
3151,3151029,above65,323
3151,3151030,above65,229
3151,3151031,above65,211
3151,3151032,above65,285
3151,3151033,above65,277
3151,3151034,above65,593
3151,3151035,above65,216
3151,3151036,above65,586
3151,3151037,above65,327
3151,3151038,above65,1009
3151,3151039,above65,631
3151,3151040,above65,2570
3151,3151041,above65,243
3151,3151501,above65,845
3153,3153002,above65,7470
3153,3153008,above65,1934
3153,3153012,above65,5022
3153,3153016,above65,1933
3153,3153017,above65,13498
3153,3153018,above65,3373
3153,3153019,above65,4142
3153,3153504,above65,5338
3154,3154001,above65,359
3154,3154002,above65,95
3154,3154004,above65,431
3154,3154005,above65,204
3154,3154006,above65,145
3154,3154007,above65,255
3154,3154008,above65,571
3154,3154009,above65,532
3154,3154012,above65,351
3154,3154013,above65,3753
3154,3154014,above65,2573
3154,3154015,above65,228
3154,3154016,above65,89
3154,3154017,above65,174
3154,3154018,above65,143
3154,3154019,above65,2801
3154,3154021,above65,410
3154,3154022,above65,156
3154,3154024,above65,1041
3154,3154025,above65,216
3154,3154026,above65,252
3154,3154027,above65,383
3154,3154028,above65,6159
3154,3154501,above65,927
3154,3154502,above65,927
3154,3154503,above65,927
3154,3154504,above65,927
3154,3154506,above65,927
3155,3155001,above65,2627
3155,3155002,above65,838
3155,3155003,above65,2401
3155,3155005,above65,1822
3155,3155006,above65,1588
3155,3155007,above65,1633
3155,3155009,above65,1516
3155,3155010,above65,1875
3155,3155011,above65,7312
3155,3155012,above65,4011
3155,3155013,above65,7972
3155,3155501,above65,3054
3157,3157001,above65,2600
3157,3157002,above65,2009
3157,3157005,above65,2502
3157,3157006,above65,10838
3157,3157007,above65,3612
3157,3157008,above65,2043
3157,3157009,above65,4943
3158,3158002,above65,769
3158,3158004,above65,485
3158,3158005,above65,154
3158,3158006,above65,3003
3158,3158007,above65,181
3158,3158008,above65,609
3158,3158009,above65,239
3158,3158010,above65,141
3158,3158011,above65,355
3158,3158012,above65,221
3158,3158013,above65,249
3158,3158014,above65,231
3158,3158016,above65,340
3158,3158017,above65,108
3158,3158018,above65,219
3158,3158019,above65,114
3158,3158021,above65,295
3158,3158022,above65,206
3158,3158023,above65,140
3158,3158025,above65,102
3158,3158027,above65,1350
3158,3158028,above65,204
3158,3158030,above65,1365
3158,3158031,above65,219
3158,3158032,above65,163
3158,3158033,above65,191
3158,3158035,above65,124
3158,3158036,above65,261
3158,3158037,above65,12817
3158,3158038,above65,625
3158,3158039,above65,2238
3158,3158040,above65,520
3158,3158501,above65,882
3158,3158502,above65,882
3158,3158503,above65,882
3159,3159001,above65,1558
3159,3159002,above65,2282
3159,3159003,above65,3085
3159,3159004,above65,2267
3159,3159005,above65,483
3159,3159006,above65,148
3159,3159007,above65,3223
3159,3159008,above65,139
3159,3159009,above65,1018
3159,3159010,above65,4869
3159,3159011,above65,514
3159,3159012,above65,105
3159,3159013,above65,1877
3159,3159014,above65,860
3159,3159015,above65,2021
3159,3159016,above65,21993
3159,3159017,above65,5887
3159,3159018,above65,1188
3159,3159019,above65,3558
3159,3159020,above65,255
3159,3159021,above65,235
3159,3159022,above65,240
3159,3159023,above65,250
3159,3159024,above65,323
3159,3159025,above65,165
3159,3159026,above65,5986
3159,3159027,above65,477
3159,3159028,above65,188
3159,3159029,above65,2425
3159,3159030,above65,199
3159,3159031,above65,458
3159,3159032,above65,298
3159,3159033,above65,240
3159,3159034,above65,1953
3159,3159035,above65,315
3159,3159036,above65,1423
3159,3159037,above65,211
3159,3159038,above65,93
3159,3159039,above65,459
3159,3159501,above65,1878
3241,3241001,above65,100698
3241,3241002,above65,8375
3241,3241003,above65,7114
3241,3241004,above65,5196
3241,3241005,above65,14537
3241,3241006,above65,3712
3241,3241007,above65,4608
3241,3241008,above65,6018
3241,3241009,above65,10221
3241,3241010,above65,11559
3241,3241011,above65,9406
3241,3241012,above65,10033
3241,3241013,above65,3520
3241,3241014,above65,5175
3241,3241015,above65,7243
3241,3241016,above65,4478
3241,3241017,above65,7284
3241,3241018,above65,4358
3241,3241019,above65,6630
3241,3241020,above65,3462
3241,3241021,above65,9162
3251,3251001,above65,206
3251,3251002,above65,634
3251,3251003,above65,222
3251,3251004,above65,241
3251,3251005,above65,1431
3251,3251006,above65,254
3251,3251007,above65,3523
3251,3251008,above65,295
3251,3251009,above65,220
3251,3251011,above65,89
3251,3251012,above65,3482
3251,3251013,above65,609
3251,3251014,above65,237
3251,3251015,above65,345
3251,3251017,above65,365
3251,3251018,above65,126
3251,3251019,above65,109
3251,3251020,above65,291
3251,3251021,above65,480
3251,3251022,above65,249
3251,3251023,above65,752
3251,3251024,above65,101
3251,3251025,above65,162
3251,3251026,above65,563
3251,3251027,above65,234
3251,3251028,above65,216
3251,3251029,above65,85
3251,3251030,above65,420
3251,3251031,above65,172
3251,3251032,above65,304
3251,3251033,above65,481
3251,3251034,above65,279
3251,3251035,above65,116
3251,3251036,above65,109
3251,3251037,above65,8288
3251,3251038,above65,256
3251,3251040,above65,2959
3251,3251041,above65,5329
3251,3251042,above65,2346
3251,3251043,above65,329
3251,3251044,above65,1553
3251,3251045,above65,190
3251,3251046,above65,309
3251,3251047,above65,6955
3251,3251049,above65,2023
3252,3252001,above65,2528
3252,3252002,above65,4396
3252,3252003,above65,5886
3252,3252004,above65,1715
3252,3252005,above65,2422
3252,3252006,above65,14124
3252,3252007,above65,4213
3252,3252008,above65,2361
3254,3254002,above65,5134
3254,3254003,above65,1593
3254,3254005,above65,3274
3254,3254008,above65,2438
3254,3254011,above65,1631
3254,3254013,above65,592
3254,3254014,above65,2208
3254,3254017,above65,1983
3254,3254020,above65,2394
3254,3254021,above65,22608
3254,3254022,above65,1597
3254,3254026,above65,2753
3254,3254028,above65,4216
3254,3254029,above65,1841
3254,3254032,above65,1809
3254,3254041,above65,1292
3254,3254042,above65,1232
3254,3254043,above65,2762
3254,3254044,above65,1434
3254,3254045,above65,1458
3255,3255001,above65,118
3255,3255002,above65,1046
3255,3255003,above65,1640
3255,3255004,above65,708
3255,3255005,above65,165
3255,3255007,above65,326
3255,3255008,above65,2189
3255,3255009,above65,161
3255,3255010,above65,185
3255,3255012,above65,226
3255,3255013,above65,987
3255,3255014,above65,302
3255,3255015,above65,234
3255,3255016,above65,361
3255,3255017,above65,449
3255,3255018,above65,233
3255,3255019,above65,186
3255,3255020,above65,124
3255,3255021,above65,113
3255,3255022,above65,179
3255,3255023,above65,4969
3255,3255025,above65,267
3255,3255026,above65,611
3255,3255027,above65,142
3255,3255028,above65,122
3255,3255030,above65,134
3255,3255031,above65,251
3255,3255032,above65,90
3255,3255033,above65,352
3255,3255034,above65,1382
3255,3255035,above65,122
3255,3255036,above65,129
3255,3255501,above65,578
3255,3255502,above65,578
3255,3255503,above65,578
3255,3255504,above65,578
3255,3255505,above65,578
3255,3255506,above65,578
3255,3255508,above65,578
3256,3256001,above65,381
3256,3256002,above65,218
3256,3256003,above65,474
3256,3256004,above65,796
3256,3256005,above65,358
3256,3256006,above65,374
3256,3256007,above65,723
3256,3256008,above65,121
3256,3256009,above65,107
3256,3256010,above65,368
3256,3256011,above65,310
3256,3256012,above65,337
3256,3256013,above65,495
3256,3256014,above65,918
3256,3256015,above65,182
3256,3256016,above65,447
3256,3256017,above65,634
3256,3256018,above65,349
3256,3256019,above65,835
3256,3256020,above65,213
3256,3256021,above65,1026
3256,3256022,above65,7142
3256,3256023,above65,284
3256,3256024,above65,391
3256,3256025,above65,2378
3256,3256026,above65,502
3256,3256027,above65,180
3256,3256028,above65,164
3256,3256029,above65,525
3256,3256030,above65,1208
3256,3256031,above65,255
3256,3256032,above65,1601
3256,3256033,above65,1134
3256,3256034,above65,661
3256,3256035,above65,154
3256,3256036,above65,449
3257,3257001,above65,256
3257,3257002,above65,553
3257,3257003,above65,1396
3257,3257004,above65,256
3257,3257005,above65,958
3257,3257006,above65,3573
3257,3257007,above65,325
3257,3257008,above65,152
3257,3257009,above65,4597
3257,3257010,above65,1035
3257,3257011,above65,671
3257,3257012,above65,366
3257,3257013,above65,474
3257,3257014,above65,404
3257,3257015,above65,242
3257,3257016,above65,444
3257,3257017,above65,217
3257,3257018,above65,912
3257,3257019,above65,272
3257,3257020,above65,999
3257,3257021,above65,198
3257,3257022,above65,231
3257,3257023,above65,431
3257,3257024,above65,172
3257,3257025,above65,413
3257,3257026,above65,1060
3257,3257027,above65,160
3257,3257028,above65,2379
3257,3257029,above65,163
3257,3257030,above65,306
3257,3257031,above65,6217
3257,3257032,above65,1431
3257,3257033,above65,419
3257,3257034,above65,271
3257,3257035,above65,5424
3257,3257036,above65,343
3257,3257037,above65,245
3257,3257038,above65,479
3351,3351001,above65,445
3351,3351002,above65,290
3351,3351003,above65,237
3351,3351004,above65,2803
3351,3351005,above65,299
3351,3351006,above65,16646
3351,3351007,above65,607
3351,3351008,above65,439
3351,3351010,above65,1555
3351,3351012,above65,2358
3351,3351015,above65,367
3351,3351016,above65,1328
3351,3351017,above65,468
3351,3351018,above65,1544
3351,3351021,above65,1242
3351,3351022,above65,1107
3351,3351023,above65,1901
3351,3351024,above65,3200
3351,3351025,above65,1329
3351,3351026,above65,3055
3351,3351501,above65,174
3352,3352002,above65,153
3352,3352004,above65,218
3352,3352008,above65,228
3352,3352011,above65,14308
3352,3352020,above65,879
3352,3352022,above65,2010
3352,3352024,above65,208
3352,3352025,above65,379
3352,3352029,above65,804
3352,3352032,above65,3747
3352,3352036,above65,120
3352,3352038,above65,282
3352,3352039,above65,307
3352,3352041,above65,230
3352,3352042,above65,399
3352,3352043,above65,119
3352,3352044,above65,435
3352,3352045,above65,127
3352,3352046,above65,1796
3352,3352050,above65,3375
3352,3352051,above65,202
3352,3352052,above65,125
3352,3352055,above65,447
3352,3352056,above65,846
3352,3352059,above65,2996
3352,3352060,above65,2397
3352,3352061,above65,3779
3352,3352062,above65,7579
3352,3352063,above65,1059
3353,3353001,above65,415
3353,3353002,above65,369
3353,3353003,above65,629
3353,3353004,above65,390
3353,3353005,above65,9257
3353,3353006,above65,192
3353,3353007,above65,807
3353,3353008,above65,151
3353,3353009,above65,572
3353,3353010,above65,223
3353,3353011,above65,219
3353,3353012,above65,355
3353,3353013,above65,180
3353,3353014,above65,114
3353,3353015,above65,595
3353,3353016,above65,1438
3353,3353017,above65,189
3353,3353018,above65,414
3353,3353019,above65,751
3353,3353020,above65,1976
3353,3353021,above65,284
3353,3353022,above65,114
3353,3353023,above65,791
3353,3353024,above65,271
3353,3353025,above65,381
3353,3353026,above65,4211
3353,3353027,above65,322
3353,3353028,above65,209
3353,3353029,above65,3011
3353,3353030,above65,1063
3353,3353031,above65,10249
3353,3353032,above65,2464
3353,3353033,above65,1034
3353,3353034,above65,432
3353,3353035,above65,3139
3353,3353036,above65,229
3353,3353037,above65,236
3353,3353038,above65,224
3353,3353039,above65,291
3353,3353040,above65,7069
3353,3353041,above65,327
3353,3353042,above65,353
3354,3354001,above65,382
3354,3354002,above65,608
3354,3354003,above65,89
3354,3354004,above65,2077
3354,3354005,above65,564
3354,3354006,above65,141
3354,3354007,above65,208
3354,3354008,above65,331
3354,3354009,above65,1583
3354,3354010,above65,282
3354,3354011,above65,253
3354,3354012,above65,192
3354,3354013,above65,298
3354,3354014,above65,198
3354,3354015,above65,370
3354,3354016,above65,120
3354,3354017,above65,161
3354,3354018,above65,2439
3354,3354019,above65,460
3354,3354020,above65,125
3354,3354021,above65,194
3354,3354022,above65,379
3354,3354023,above65,265
3354,3354024,above65,238
3354,3354025,above65,187
3354,3354026,above65,625
3354,3354027,above65,563
3354,3354501,above65,493
3354,3354502,above65,493
3355,3355001,above65,2457
3355,3355002,above65,963
3355,3355003,above65,323
3355,3355004,above65,1183
3355,3355005,above65,374
3355,3355006,above65,153
3355,3355007,above65,365
3355,3355008,above65,242
3355,3355009,above65,2214
3355,3355010,above65,77
3355,3355011,above65,564
3355,3355012,above65,117
3355,3355013,above65,773
3355,3355014,above65,848
3355,3355015,above65,166
3355,3355016,above65,484
3355,3355017,above65,329
3355,3355018,above65,158
3355,3355019,above65,545
3355,3355020,above65,516
3355,3355021,above65,124
3355,3355022,above65,13843
3355,3355023,above65,154
3355,3355024,above65,652
3355,3355025,above65,282
3355,3355026,above65,479
3355,3355027,above65,194
3355,3355028,above65,373
3355,3355029,above65,136
3355,3355030,above65,272
3355,3355031,above65,1664
3355,3355032,above65,395
3355,3355033,above65,699
3355,3355034,above65,291
3355,3355035,above65,323
3355,3355036,above65,261
3355,3355037,above65,158
3355,3355038,above65,182
3355,3355039,above65,599
3355,3355040,above65,330
3355,3355041,above65,390
3355,3355042,above65,265
3355,3355049,above65,1260
3356,3356001,above65,200
3356,3356002,above65,1662
3356,3356003,above65,1232
3356,3356004,above65,369
3356,3356005,above65,4716
3356,3356006,above65,190
3356,3356007,above65,6539
3356,3356008,above65,3488
3356,3356009,above65,4635
3356,3356010,above65,635
3356,3356011,above65,2613
3357,3357001,above65,380
3357,3357002,above65,202
3357,3357003,above65,167
3357,3357004,above65,282
3357,3357005,above65,205
3357,3357006,above65,442
3357,3357007,above65,261
3357,3357008,above65,4466
3357,3357009,above65,313
3357,3357010,above65,130
3357,3357011,above65,125
3357,3357012,above65,237
3357,3357013,above65,382
3357,3357014,above65,116
3357,3357015,above65,749
3357,3357016,above65,1965
3357,3357017,above65,86
3357,3357018,above65,442
3357,3357019,above65,88
3357,3357020,above65,211
3357,3357021,above65,947
3357,3357022,above65,254
3357,3357023,above65,148
3357,3357024,above65,234
3357,3357025,above65,278
3357,3357026,above65,181
3357,3357027,above65,277
3357,3357028,above65,208
3357,3357029,above65,82
3357,3357030,above65,188
3357,3357031,above65,226
3357,3357032,above65,168
3357,3357033,above65,486
3357,3357034,above65,99
3357,3357035,above65,385
3357,3357036,above65,186
3357,3357037,above65,327
3357,3357038,above65,230
3357,3357039,above65,4580
3357,3357040,above65,144
3357,3357041,above65,2654
3357,3357042,above65,116
